"spp","spp_num","common_name","sci_name","Nobs","birdofprey","hummingbird","woodpecker","waterfowl","shorebirds","waterbird_guild","SGCN","ESA","MEXFED","USFS","BLM","Mass","Hand.Wing.Index","dietdiv","effect_urb","effect_temp","effect_tempint","effect_veg","effect_vegint","dynamic","effect_highertemp","effect_lessgreen","mean_effect_urb","median_effect_urb","f_urb","low95_effect_urb","upp95_effect_urb","low90_effect_urb","upp90_effect_urb","mean_effect_temp","median_effect_temp","f_temp","low95_effect_temp","upp95_effect_temp","low90_effect_temp","upp90_effect_temp","mean_effect_tempint","median_effect_tempint","f_tempint","low95_effect_tempint","upp95_effect_tempint","low90_effect_tempint","upp90_effect_tempint","mean_effect_veg","median_effect_veg","f_veg","low95_effect_veg","upp95_effect_veg","low90_effect_veg","upp90_effect_veg","mean_effect_vegint","median_effect_vegint","f_vegint","low95_effect_vegint","upp95_effect_vegint","low90_effect_vegint","upp90_effect_vegint","mean_theta","median_theta","low95_theta","upp95_theta","low90_theta","upp90_theta","order_urbeffect","order_tempeffect","order_vegeffect","order_mass","order_HWI","order_dietdiv","order_theta"
"BCNH",11,"Black-crowned Night-Heron","Nycticorax nycticorax",43,0,0,0,0,0,"Wading Bird",NA,NA,NA,NA,NA,810,33.1,1.3661588475692,"2_Uncertain","2_Uncertain","1_Negative","2_Uncertain","2_Uncertain","Y","Less urban",NA,-0.0701593237610288,-0.0717515578858925,0.606975,-0.587934740821234,0.452782727993667,-0.505035088448292,0.368768344561329,0.202228435802725,0.199014686956945,0.792525,-0.272132457951214,0.698171032478829,-0.199717896695912,0.613929025600468,-0.596907341000118,-0.59494529206023,0.991175,-1.10255649080369,-0.107049647464411,-1.01750732479635,-0.183663812616451,0.17418292149824,0.173781363603311,0.80185,-0.229011473863392,0.576421559395016,-0.164464965085387,0.509419129014557,-0.160628577251987,-0.166910314616879,0.7877,-0.540771414909145,0.25558677340458,-0.485658556597207,0.184530949533,0.995241310674436,0.996174472319174,0.985992140781262,0.999003293895779,0.988672850294789,0.998751429788924,"100","92","85","123","92","131","99"
"BEKI",12,"Belted Kingfisher","Megaceryle alcyon",8,0,0,0,0,0,"Fish eating",NA,NA,NA,NA,NA,148,33.6,0.940447988655326,"2_Uncertain","2_Uncertain","2_Uncertain","2_Uncertain","2_Uncertain","N",NA,NA,-0.586968481536526,-0.577181719594062,0.94185,-1.37393547660953,0.1345590050628,-1.23036070314085,0.023170143369165,0.274803259680127,0.272717535121389,0.822875,-0.313870352908127,0.873788004863919,-0.215984588970392,0.772311776296161,-0.454604897308454,-0.44905245863204,0.92345,-1.10732247095204,0.172015313002851,-0.996000973474321,0.0663216591076493,0.385433652057108,0.371614215808681,0.9129,-0.157022542369188,1.01465489456704,-0.0749538389142118,0.897776932102437,-0.392738802632272,-0.389139367386955,0.93235,-0.924752081922459,0.129401644493861,-0.832686941642857,0.0413123107680907,0.977667924098515,0.991874386163334,0.859221939796469,0.999548813870101,0.911636331782416,0.999255182139782,"51","114","117","94","95","105","62"
"BETH",13,"Bendire's Thrasher","Toxostoma bendirei",6,0,0,0,0,0,NA,2,NA,NA,NA,NA,62.2,19.6,1.02965301406457,"1_Avoider","2_Uncertain","2_Uncertain","2_Uncertain","2_Uncertain","N",NA,NA,-0.919593195098173,-0.893469485605319,0.98835,-1.84672218502175,-0.119565763391144,-1.68081664110161,-0.232689585522746,-0.0265988567865423,-0.0249859652837975,0.533425,-0.623309685381091,0.566836709632292,-0.525017599790819,0.471238888078274,-0.159223856753496,-0.158704524058933,0.6887,-0.813825940225133,0.49612583680356,-0.701024962259766,0.385178747042727,-0.121467721266958,-0.117913426494335,0.648175,-0.753584787846919,0.492868255759742,-0.647290740618718,0.393125843959042,0.070581157716828,0.0690880478109396,0.586775,-0.538817858692544,0.694088083672592,-0.439751096863621,0.5862893910489,0.982159880319421,0.994229111319668,0.884636077751628,0.999622801666416,0.926573148542992,0.999428662885321,"18","25","22","80","23","114","79"
"BEVI",14,"Bell's Vireo","Vireo bellii",41,0,0,0,0,0,NA,NA,NA,NA,NA,NA,8.5,19.4,0.325082973391448,"1_Avoider","2_Uncertain","2_Uncertain","2_Uncertain","2_Uncertain","N",NA,NA,-0.856822122159319,-0.848767127198985,0.998525,-1.48274115093086,-0.276472559985348,-1.37876094664327,-0.366806974349926,0.15816427890434,0.156024456868905,0.73145,-0.351120169063349,0.664054307545815,-0.266330385116866,0.582351865938701,0.113108937228662,0.112771954561711,0.67915,-0.36224284901077,0.595964748620378,-0.286736474315251,0.514275928462375,0.00649194240851995,0.00628735586512894,0.510875,-0.441286192748764,0.449974514368493,-0.369144679689193,0.380614220055599,-0.210717247125424,-0.214550772356869,0.82515,-0.64233427848289,0.244734782227644,-0.576718561194771,0.163958354730435,0.995658142795041,0.996497011330832,0.987245879036082,0.999134545925263,0.989569069288937,0.998911576770533,"24","71","44","11","22","25","103"
"BEWR",15,"Bewick's Wren","Thryomanes bewickii",21,0,0,0,0,0,NA,NA,NA,NA,NA,NA,9.9,13.8,0.500402423538188,"1_Avoider","2_Uncertain","2_Uncertain","2_Uncertain","2_Uncertain","N",NA,NA,-1.18074454546662,-1.16818092135551,0.999925,-1.92296742171393,-0.521606852820844,-1.79211884450515,-0.6173702968729,0.263712377869035,0.261605723245267,0.834325,-0.268176135856715,0.811113655754562,-0.18151051523561,0.717100248469046,-0.295875422926773,-0.293335629033048,0.862825,-0.838658885772479,0.233748977824038,-0.748522043711999,0.151099008602699,0.0435901740568643,0.0431594825665334,0.57335,-0.41685297480254,0.512025762331221,-0.344381271305086,0.433909544401028,-0.354395865870557,-0.354891988568306,0.923525,-0.835021066146219,0.12792796266535,-0.759035919463322,0.0496249330451696,0.992812100401914,0.995198958177801,0.972251658489899,0.999238382555605,0.97913988071703,0.998945775245159,"7","112","56","17","9","45","93"
"BGGN",16,"Blue-gray Gnatcatcher","Polioptila caerulea",3,0,0,0,0,0,NA,NA,NA,NA,NA,NA,5.8,19.1,0,"1_Avoider","2_Uncertain","2_Uncertain","2_Uncertain","2_Uncertain","N",NA,NA,-0.926856912804121,-0.913572249672591,0.976825,-1.91239971448654,-0.0144128105941831,-1.74969959526229,-0.152975451142563,0.0252080826499365,0.0253963338825023,0.532225,-0.605237117972299,0.649281422160574,-0.500142210690272,0.546204725152318,-0.0493523947769111,-0.0489696462221941,0.561125,-0.693610996722234,0.589007773843451,-0.58346869965177,0.486704806074486,-0.0136017017056119,-0.014376452160421,0.51885,-0.625595931044969,0.597873124211845,-0.522963311164477,0.501040101398523,-0.172013778476177,-0.172741032408637,0.723625,-0.744303701573299,0.410324338591326,-0.649166331665588,0.310288372442961,0.966454735550094,0.985384405780103,0.806696555638511,0.998670373472198,0.872170532918277,0.998037525067415,"17","35","36","5","21","4","20"
"BHCO",17,"Brown-headed Cowbird","Molothrus ater",198,0,0,0,0,0,NA,NA,NA,NA,NA,NA,40.3,33,0.673011667009257,"2_Uncertain","2_Uncertain","1_Negative","3_Positive","2_Uncertain","Y","Less urban","Lower overall occupancy",0.0278325628451617,0.0276858458883032,0.556575,-0.363689337455288,0.417213258270934,-0.300593088337759,0.354395368833445,0.27931564761186,0.278514722260439,0.9067,-0.136888079875923,0.700234045209769,-0.069725375978487,0.628844415499955,-0.383576532768963,-0.383949431594099,0.965925,-0.792008733843704,0.0297210472217121,-0.725248660188403,-0.0370416573675974,0.666381706585957,0.661285596206057,0.999675,0.271805521321334,1.09881707072654,0.332617850333774,1.01961068144033,-0.211393151870306,-0.212532244482166,0.863625,-0.588000514064252,0.171911082491527,-0.527863612261688,0.106776960606813,0.996634252323046,0.997291073956879,0.989910319304944,0.999512273882728,0.991714345207916,0.999305261050924,"112","116","137","68","91","70","112"
"BHGR",18,"Black-headed Grosbeak","Pheucticus melanocephalus",2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,47.1,24.2,0.801818552543337,"2_Uncertain","2_Uncertain","2_Uncertain","2_Uncertain","2_Uncertain","N",NA,NA,-0.163922826478339,-0.157073821373152,0.63255,-1.13876824271958,0.769150959928885,-0.966136966397101,0.617929471060852,0.18842950933996,0.186250893477872,0.72735,-0.42302218754253,0.813116452828155,-0.321131741918879,0.704170731649332,-0.302420195736076,-0.300067322396339,0.818425,-0.965310304495385,0.347316929482754,-0.852085855738983,0.243927178923822,0.241034365357711,0.236318926162725,0.786125,-0.355031967622738,0.866849391502381,-0.262279275512934,0.756307256158825,-0.0397580966732464,-0.0405152853090628,0.55605,-0.625151804035977,0.559539458551851,-0.529620078580952,0.457081347909889,0.974208328295055,0.990043551503984,0.845410306977799,0.999354702733532,0.899873995653109,0.99899817114755,"92","87","98","73","53","87","49"
"BLPH",19,"Black Phoebe","Sayornis nigricans",26,0,0,0,0,0,NA,NA,NA,NA,NA,NA,18.6,22,0,"2_Uncertain","2_Uncertain","2_Uncertain","2_Uncertain","1_Negative","Y",NA,"More urban",-0.470045497572314,-0.467276240112526,0.93895,-1.08799650567471,0.126123581920369,-0.983889493960934,0.0290644696664959,0.376762737297012,0.373425694133809,0.90815,-0.176244034181656,0.952338627260928,-0.0862021868957882,0.857814943401297,-0.439909995735917,-0.435264035126466,0.93455,-1.03726019465604,0.125688741314988,-0.928944305044607,0.036534115520374,-0.0140938417983239,-0.0154844809808053,0.52735,-0.452909549845334,0.428111582564339,-0.382612495628143,0.357268779896009,-0.459794375805738,-0.460692819519805,0.9786,-0.889648865196556,-0.0157398079865233,-0.821806514744158,-0.0901235216750753,0.998702856700345,0.99941272082251,0.993372015062886,0.999954461132904,0.995518401920067,0.999930544974816,"59","130","35","38","37","6","136"
"BLVU",20,"Black Vulture","Coragyps atratus",2,1,0,0,0,0,NA,NA,NA,NA,NA,NA,1881.7,14.3,0.940447988655326,"1_Avoider","2_Uncertain","1_Negative","2_Uncertain","2_Uncertain","Y","Less urban",NA,-1.0070625762363,-0.991953223644421,0.978,-2.05885485579184,-0.0304620283635663,-1.87837317048559,-0.173781420540862,-0.0628233160094126,-0.0657724721199705,0.5781,-0.726900746075506,0.606772654410288,-0.616179667488565,0.498035401269658,-0.579725225231468,-0.577412088944916,0.95065,-1.28438075209671,0.108792427099224,-1.16057501196187,-0.00252442818904194,0.270521265459199,0.262853740592633,0.7916,-0.364822065850007,0.942794583195532,-0.267669270270591,0.837249193666603,-0.391186179008018,-0.390279541961797,0.89695,-1.00492118676751,0.211293266696079,-0.90462783680126,0.111129044567547,0.977392644377513,0.989742772654127,0.877928951908427,0.999287730379592,0.917027035116692,0.998886466938568,"14","19","104","136","10","100","45"
"BNST",21,"Black-necked Stilt","Himantopus mexicanus",6,0,0,0,0,1,"Shorebird",NA,NA,NA,NA,NA,176.8,51.9,0,"2_Uncertain","2_Uncertain","1_Negative","2_Uncertain","2_Uncertain","Y","Less urban",NA,0.0971359132016086,0.0974648675560406,0.597425,-0.688452237163767,0.898377068633096,-0.565707905726386,0.762100130368934,0.221240498470477,0.220918973461705,0.773825,-0.354689473348829,0.803370101267618,-0.260484494149176,0.706812416625906,-0.531555551787197,-0.525288104129722,0.952075,-1.1789105439839,0.0946827364849812,-1.07292127311085,-0.00569996452433366,0.376939584232295,0.377392847023437,0.9109,-0.171961885383285,0.923029122548563,-0.0821730931614618,0.83456592295,0.0570747899497223,0.0531332021056558,0.577275,-0.478384006948605,0.616721074386533,-0.393719886144879,0.520404039671988,0.994086688925723,0.996563754851667,0.973897144562363,0.999576011379111,0.981311280339865,0.999405640589319,"118","98","118","101","129","23","104"
"BRBL",22,"Brewer's Blackbird","Euphagus cyanocephalus",10,0,0,0,0,0,NA,2,NA,NA,NA,NA,62.5,31.2,0,"2_Uncertain","2_Uncertain","2_Uncertain","3_Positive","2_Uncertain","Y",NA,"Lower overall occupancy",-0.38030145308795,-0.376529820346836,0.8661,-1.07598587266229,0.285284889582289,-0.958388312686873,0.180988677949764,0.181269948189162,0.178421215356005,0.743125,-0.363289651249376,0.735588846144358,-0.275995723185589,0.646044600796955,-0.436526524215301,-0.431901371065852,0.926475,-1.04693484234015,0.150077228934033,-0.944927218608988,0.058370673471053,0.486787419918367,0.480143489345997,0.97815,0.0127123326788511,0.996367678503548,0.0850101470228738,0.909854071837593,-0.0433250553590632,-0.0455768111617337,0.566925,-0.569868111023336,0.491403057899215,-0.484535009601604,0.403171927904985,0.984423369432582,0.993659075738795,0.912770899743514,0.999502304687433,0.940027064425598,0.999278132430834,"70","85","127","81","82","17","73"
"BROC",23,"Bronzed Cowbird","Molothrus aeneus",4,0,0,0,0,0,NA,NA,NA,NA,NA,NA,62.6,24.9,0.610864302054894,"2_Uncertain","2_Uncertain","2_Uncertain","2_Uncertain","2_Uncertain","N",NA,NA,-0.19877939200425,-0.207422248159121,0.68975,-1.03279611479888,0.704169860613247,-0.900566376294393,0.530742654749739,0.19256515909826,0.189579247219655,0.7356,-0.409817075139324,0.808783706191296,-0.311439273062624,0.703860519156135,-0.310040472322324,-0.30691359036988,0.831775,-0.969567682886306,0.332852934936205,-0.862597249498071,0.224739612233472,0.240070268156157,0.228980904281071,0.783025,-0.346520740436794,0.884916953094418,-0.254631054801954,0.770758586835046,-0.122590203373794,-0.122112290824084,0.66405,-0.714477681391057,0.455565063460851,-0.61317495658845,0.365442855863254,0.972364628334005,0.990307191665781,0.825817289570536,0.999702034967877,0.889322602412653,0.999421968894798,"85","88","96","82","57","57","51"
"BRSP",24,"Brewer's Sparrow","Spizella breweri",135,0,0,0,0,0,NA,2,NA,NA,NA,NA,10.9,20.5,0.693147180559945,"1_Avoider","2_Uncertain","1_Negative","1_Negative","2_Uncertain","Y","Less urban","Higher overall occupancy",-1.0896680850843,-1.08343534893761,1,-1.54015931748176,-0.678688455093499,-1.46300305780914,-0.739082890542254,0.042265642362607,0.0403239651921578,0.574675,-0.37432656287325,0.464786651432351,-0.305912102314457,0.397490881558117,-0.450083087162795,-0.447395445058052,0.9868,-0.86731818866984,-0.0498959916845685,-0.797064333359043,-0.115788828814096,-0.439426235079553,-0.435776501726587,0.988,-0.8439639143095,-0.0565816944487253,-0.774623348250042,-0.118096864431099,0.279048230881726,0.273227392879495,0.915125,-0.11191688067065,0.709474949778823,-0.0504878385177618,0.631208602522167,0.963004809764108,0.969912991018297,0.891767281803497,0.993863050792314,0.911334555862046,0.991676589147291,"10","36","5","23","28","74","10"
"BTGN",25,"Black-tailed Gnatcatcher","Polioptila melanura",141,0,0,0,0,0,NA,NA,NA,NA,NA,NA,5.2,11.9,0,"1_Avoider","2_Uncertain","2_Uncertain","1_Negative","2_Uncertain","Y",NA,"Higher overall occupancy",-1.59351677780394,-1.58471610435308,1,-2.15080659809763,-1.08146423736761,-2.056473297951,-1.157836239514,0.122736073118124,0.121719187472997,0.69755,-0.335334862563962,0.59212632165813,-0.265721493374248,0.515617231685285,-0.271774816758843,-0.270836811139318,0.8886,-0.711764697717334,0.163731207595867,-0.642992042860843,0.0948694910716148,-0.560833708776448,-0.559534789564134,0.992325,-1.01814629169111,-0.10329269985166,-0.943429986758511,-0.177071399803162,0.140282014881933,0.136127752291444,0.72385,-0.29539370202377,0.606459908186402,-0.228528156869787,0.525099839569342,0.9835017176704,0.986189290027703,0.955180971038868,0.996167228024684,0.962679986620246,0.995243577526622,"2","59","2","4","2","1","23"
"BTSP",26,"Black-throated Sparrow","Amphispiza bilineata",159,0,0,0,0,0,NA,2,NA,NA,NA,NA,13.5,17.7,0.693147180559945,"1_Avoider","2_Uncertain","2_Uncertain","1_Negative","2_Uncertain","Y",NA,"Higher overall occupancy",-1.48848061834294,-1.48388074242593,1,-2.03029951348355,-0.981064367096795,-1.93633012046553,-1.0590703591421,-0.132974841448678,-0.131537552760848,0.717375,-0.590451045858873,0.307527916100581,-0.515019684941426,0.240212443784823,-0.290038418085791,-0.290161202639496,0.90635,-0.721108800656405,0.143497579653841,-0.654033243253749,0.0735949028435967,-0.488860758265588,-0.487039887844817,0.98415,-0.956526569098839,-0.0423331012007747,-0.871091033512381,-0.111546582833858,0.238848806770627,0.234732303310144,0.845,-0.212679881452979,0.715027993497655,-0.141332548561574,0.633694923052185,0.987229281071226,0.989118811391356,0.966552972949947,0.997147364125388,0.971531180069374,0.996388883043761,"3","11","4","30","18","73","41"
"BTYW",27,"Black-throated Gray Warbler","Setophaga nigrescens",9,0,0,0,0,0,NA,2,NA,NA,NA,NA,8.7,23.4,0,"2_Uncertain","2_Uncertain","2_Uncertain","2_Uncertain","2_Uncertain","N",NA,NA,-0.17258330455502,-0.170719280798433,0.696625,-0.85311542903425,0.488525788638192,-0.736884621460316,0.382488727491706,0.254284904759189,0.253457785377569,0.815525,-0.310599340927762,0.821226946382835,-0.214443114497508,0.72571353723023,-0.481586328167642,-0.474270481521965,0.940875,-1.12105155865183,0.132090390428232,-1.0122277369541,0.0281196398621763,-0.0755971236308147,-0.0735372026609638,0.610775,-0.61938466768327,0.459821102272983,-0.527634689039474,0.36720467625187,-0.184580679226722,-0.180289059895315,0.74935,-0.758790967137143,0.351308434509902,-0.650051980259509,0.26776908827882,0.992331173255614,0.996299849100503,0.959558278695588,0.999739583578732,0.972531248806174,0.999576167860374,"91","110","28","12","43","9","101"
